,id,title,transcript
144,lfBsI3seQiE,※볼륨 주의※ 음향 고치기,혹시 소리를 좀 매결하게 질러 보시겠어요 찢어지죠 경고 드리고 했어야 되는데 죄송해요 아 죄송합니다 미안해 미안합니다 해봐요 자 한번에 귀 막으세요 소리 좀 줄이세요 [박수] [음악] 감사합니다
145,kK3qUxeL7_I,몸통만 나가냐?,앞에 보이면 열었어 앞에 문 앞에 문을 안 열렸잖아 나에게 잘리게 생겼잖아 너 뭔 얘기인지 모르지 앞에 문을 열어야 될 거 아니야 몸통만 나가 날개가 나올 거야 진짜 미치겠네 아 이쪽도 열어야 돼 됐어 거기 있어요 지금 일하고 있는 거 봐 요 [웃음]
146,M6YKiAEDbDY,돈이 왜 없어?,그 열쇠 좀 사서 가야죠 열쇠 열쇠 감사합니다 자 열쇠 두 개 두 개 사셨고 포도는 안사 아 나 돈이 없어요 돈이 왜 없어 오케이 돈 뭐 하다가 다 썼어요 알겠습니다
147,N_T2bzCrsLw,인중여포 차중쓰레기차,이게 미쳤어 이게 진짜 다 갈아버릴 수 있어 쓰레기차 봐봐라 이것도 봐봐라 내려오는 속도로 목표물 포착 목표물 포착 다녀야 돼서
148,EU8HMiillGU,PPL 좀비,공항 그리고 대형 마트음 공항은 뭐 비행기 조종할 줄 아는 거 아니면은 뭐 딱히 이유가 없죠 뭐 대형마트는 이제 좀비가 [박수] 들어갔다가 [음악] 아 그럴 수 있죠 정신 나가죠 그러면은 대형마트로 가는게 맞지
149,6Ccs_cZrYNc,쉿!,후훗 안 돼라는 말 하면서 아 나 뭔지 알겠어 안 돼 지금은 안 돼 굉장히 여유있게 만화 캐릭터들은 힘이 셀수록 여유가 있거든요 그렇기 때문에 이렇게 말하면 되게 강해 보입니다 후훗 안 돼 이거 은근히 할 것 같은데 거기까지
150,3AKh1UYht10,아들 찾아오세요,야 뛰어가이 정도 뛰어가 뛰어와 아 안 되겠다 나 힘들다 넌 걸어와이 새끼야 돌아가세요 뛰면 죽인다고 했지 내가 시원하고 다니는 거 같아 어딨어 보이는데 와라 자 애인 맞춥니다 에임 맞춰요 아들 찾습니다 아들 찾아오세요 아들 어딨어 짐이 어딨어 재미가 왜 죽었지 짐이 왜 죽음 침이 왜 죽어 넌 그냥 뒤져라
151,PnqaP_nXiBs,입시설명회,이게 스몰 스탠드를 박아 놓으면 뭐가 안 좋냐면은 라지 스트레이트를 노렸을 때 안 되면 스몰 스트레이트에다 박지모가 안 됩니다 라지 스트레이트는 온전히 다른 입시 전형이기 때문에 라지 스트레이트만을 위한 입시를 해야 돼요 그러니까 우리가 이제 석고 소멸을 준비하면은 석고 소멸을 뭐 건국대도 보고 어디서 보고 하니까 이거 안 되면 요거를 노려볼 수도 있는데 약간 그 서울대입시 전형 특유의 서울대입시 전용만 노리면 서울 다니면 뭐가 되는 거고 아무 의미가 없는 말이 돼 버렸네 서울대가 축하합니다
152,bRhkYg4p28M,금연 구역 단속 현장,[음악] 반대로가 뭐 해 구경 났어 저리로가 너네는
153,QfmYJW4Y0C4,어? 지박령이다,"근데 귀신 날아다니죠 중력의 힘을 안 받죠 안 받아요 귀신은 중력의 영향 그 문제가 어떻게 되냐면은 지구가 평 km 속도로 공전을 합니다 심지어 시속 1,300km로 자전까지 합니다이 말은 뭐냐면은 굉장히 빠른 속도로 엄청나게 빠르게 변화하는 그 위치를 귀신이 따라가지 않으면 지방용 행세를 못 하는 거야 왜냐면 중력 여행을 못 받으니까 지방용은 너무나 빨리 움직여야 돼요 저거 따라가기에도 벅 그래서 지방령을 만나면 놀랄게 아니라 어 지방용이다 그러면 어떻게 지평좌표계로 고정을 하셨죠 귀신이 바로 느낄 것 같아 딴데 가자"
154,EbaAprQpvLQ,밥 맛있게 먹는 연기,밥 맛있게 먹는 이말년 님 연기해 주세요 아니 저 인위적으로 맛있게 먹는 거는 잘해요 보여드릴게요 이 정도 됩니다 맛있죠 맛있어 보이죠 소리 내고 먹으면 되지 이런 거 이런 거 해주면 돼요 사실 이거 이거 하면 돼요
155,jeTWhuO4an8,고속도로 술래잡기,술래잡기 고속도로 술래잡기 잡았다 잡았다 요놈아 술래잡기 늦춰지면 잡히는 잡기 세 명 남았다 지치면 잡았다 뭐야 경찰이잖아 자 우승자 저희 한 명은 우승자 용감한 심사
156,0XWGIDbJPf0,행보관봇 ON,와 이거 봐 이렇게 돼 있어 음료 시체 중 한 군데다 좀 몰아넣지 감정이 있는 거 맞아 불량품 맞아 너네 확실해 감정 있는 척 하는 거 아냐 불량품인 척하는 거 아니냐고 못 이렇게 내던 전화 감정이입 안 돼 이거이 새끼들 불량이 덜 됐네 어 훈련이 덜 됐어까 인마 너 옆에 있으면 치워 좀 딴데 보지 말고 어 너한테 하는 얘기야 딴데 보지 말고 치워 옆에 있으면 좀 이거 안 보여 아 내가 쉬지 말라는게 아니야 할 거는 하고 싶지 않은 거지 시킬 거 하고 지키면 내가 뭐라 그래 이런 이런 거 하나 이렇게 다 구석탱이다 이게 놓고 이런 거 먼지 같은 거 막 이렇게 쓸어 내부시란 말이야 어 뭔지 봐라 이거 환기하고 어 일광건조 해가지고 이렇게 생각을 안 하고 이거 쉬는 날이라고 마냥 놀기만 하려고
157,f5qlfE9tD1g,아이 엠 평론가맨,이게 사실 작업복이거든요 오늘처럼 이런데 올 때 출연할 때 이럴 때만 쓰고요 동네 마실 다닐 때 뭐 극장 갈 때 이럴 때는 까만 경수거든요 아 평론가 모두일 때만 빨간 안경이군요 아 지금부터 나는 일하는 모드다 이런 식으로 몸이 이렇게 약간 전환되는 느낌 어 그럼 아이언맨처럼 아이언맨 슈트를 가지고 다니잖아요 근데 이제 평론가님이 불씨의 평론을 해야 될 때도 있을 거란 말이에요 감을 땐 절대 풍덩이 나오지 않는 안 나오죠 잠깐만요
158,2SkqhmcaC78,무장색 패기,연타가 미쳤어 뭐야 보내중에 제일 잘 때려 나도 진심으로 해야겠구만 밀고 뭐야 유리대포잖아 아 재미없다
159,JiXfHrH4MO4,풍 브로드,이거 나오는 공지가 얼마 안 된 게임이야 지금 이거 하스스톤 개발자가 회사하고 뱀부로드 형 풍부로드 [음악] 진짜 아니 안경이 나랑 똑같은 안경을 썼네 분이 보니까 아니 그건 말이 안 되지 않나 잇몸이 나보다 좀 약간 튀어나왔어 아 어쩐지 하스스톤 전장 재밌더라
160,Xf-TnFidp4I,왜 이리 오래 걸렸어?,자 보려고 합니다 좋다 좋다 보이지도 않죠 트레버는 인자강이라 자동차랑 부딪혀서 튕겨 나갈뿐 균형을 잃지 않아요
161,vt6Bt_t8oO0,제 비밀 일기장을 소개합니다!,잘 봤습니다 제 비밀 일기장 에바 야 비밀 일기장 뭘까요 뭐가 들어있을까요 자 다음 거 보겠습니다
162,hcksCSUWWPQ,세리머니,[박수] 아 빨리 합시다 [박수] 갈 수가 없네 우리 [음악] 함께 외치면 승리하리라 [음악] 한국
163,_yhd6XchhQE,야스맨이야,첫 섹스 있잖아 첫 섹스 영국의 첫 섹스 지방이 있어요 아 진짜 저 섹스 있어 지금 너무하지 마세요 라미아스 자 그래서 살색 나물대 피색이래요 야스매니아
164,b7wzzqJSQUc,철괴,철괴 뭐라 하신 거야 뭐라는 거야 직원
165,VfOn4beo8Wo,올바른 자세,[음악] 왼쪽 이게 진짜 운동이지 [음악] 천천히 움직 이자 [음악] 패스보다 [웃음] 중요한 거는 올바른 자세와 올바른 동작으로 올바른 부하를 근육에 저런 말 같지도 않은 소리
166,V62tBtVBr04,주펄 엉덩이 걷어차고 싶대,너무 열 받아
167,srENUw6ZOv8,아니 자꾸 들리게 말하잖아,오늘 왜 늦으신 거예요 서둘렀는데도 늦었네요 미안해요 그래도 저를 보러 여기까지 와주셨네요 당연하죠 제가 오늘은 얼마나 기다렸는데요 저도요 기대했는데 구장 한 명이라니 기운 빠져 아 다른 팬미팅 가보신 적 있어요 다 들리거든 욕하지 마세요 실제로 보니까 어때요 아니 그러면 들리게 하지 말든가 먼저 했잖아 진짜 독하게 준비했어요 솔로 데뷔 한번 눈물보야 차례상 없어요 여러분들 전 이거 아부 한번 해주고요 여기서 호감도 뭐야 뒤질래 열심히 했는데 아니 자꾸 들리게 말하잖아 들리게
168,iKQJovjtSX4,깔끔하게,깔끔하게 턴하고 깔끔하게 주정차 단속하고 어 왜
169,sAT-8NRNEQw,버피 오목 결승전,자 버피어묵 결승입니다 시작 된다 이게 무슨 의미가 있어 능지애는 좋은 거 같지 않습니다이 게임 능지가 떨어지는데요
170,BeGbSx2-nSw,내가 아니야,세포들이 알지 나라고 해봤자 나는 이거야 뇌야 돼 다른 부서 일을 어떻게 하냐고 내가 여러분들 뭐 심장 지금 뭐 잘 돌아가는지 알아요 나라고 해봤자 지금 말하는 이게 뇌라고 다른데 몰라 군대에서 다른 중대 어때요 고참이에요 아저씨죠 그냥 아저씨들이야 내 배에 있는 지방 이런 거 아저씨들이라고 몰라 내가 아니야
171,FE4C_8DB2EQ,하지만 빨랐죠,다시 안 돼 다시 안 돼 야 뱀이 정도 속도면은 낙하산에서 한참 걸렸어 한참 걸렸어 누구야
172,iE6fCgUgReU,피카츄 돈까스 리마스터,포즈를 한번 취해 주실래요 [웃음]
173,rKN5ivcyf2E,불법 주정차 단속 현장,이런 거 봐 이게 불법 주정차 아니에요 이거 여기다가 주차를 해보려고 가버렸어 이게 말이 돼 이 새끼들 불법 주정차 이거 봐 이거 봐 불법 불법 주정차 이거 뒤져 불법 주정차 뒤져요 여기도 불법 주정차이 새끼야 이 새끼도 아 이거 주차한 거네 확인하고 합니다 경찰 인력이 부족하니까 어쩔 수가 없어요
174,x1te587ZMGk,청출어람,6천전대 실력이 아닌데 아 이거는 제가 그 예전에 그런 영상 많이 올리시지 않았나요 신들하고선 공략 그런 걸 보고 배워가지고 청출어람이라고 하는 거거든요 이거를 그죠 만점 넘는 분 거 방송을 볼 걸 그랬나봐요 재밌게 청취를 하면 쉬운 거죠 스승이 구려야 본인이 더 성장한다 스승이 너무 잘하면 스승의 그 벽에 갇히게 돼요 자꾸 한계를 짓게 돼 스승 안에서 계속 스승 mk2가 될 뿐이에요 지금 소리는 너무 많이 들으면 일리가 점점 생겨가지고 안 되는 것 같아요
175,ZESpa6SB6aw,※공포 주의※ 할로윈 특집 뇌만두,아 지금 뭐 벌초 지금 비주얼은 자 아 이거 선교회가 나오죠 사실 썸네일 각 하나 보려고 이거 만든 거예요 여러분 자 여러분 내 말도 짠 너만도 아 [웃음] 진짜 비주얼 진짜 그렇다 진짜요 이거 그냥 할로윈입니다 할로윈 여러분 구글도 미국에 있잖아 이해해 줘야지 할로윈이
176,pO9yNXEeAJA,용기 있는 사람 없나?,용기 있는 사람 없나 아 나와 아 아 나와 야 나와 잘 안 나오네 아이 돈은 안 나오네 아무도 안 나와 어떻게 이러지 좀 나도 안 당해 나와 왜 그러는 거야 이거 아 원래 이렇게 발로 착 나왔거든 알았어 알았어 알았어 너희들의 용기 잘 알았다
177,j1vc8ArCtuU,빅토리? 포즈,자 빅토리 포즈로 이제까지 한 운동을 점수로 바꾸자 엉덩이를 낮춰서 스쿼트 파워를 모으고 전신의 길게 누려봐 [음악]
178,gcjpQ35WqWc,평양라면,한번 먹어보도록 하겠습니다 스프를 안는 평양라면이에요 건더기만 넣었어요 여기서 하나씩 빼먹을 때는 진짜 맛있었는데 한 반절 먹었는데 근데 맛없냐 하면 또 맛없는 건 아니야 냉면도 고소함이 있어 근데 여기서 스프를 살짝 뿌려 먹 으면 테이블 개판됐어 여러분 평양라면 절대 먹지 마세요 별로 생각했던 맛이
179,8fL7dT723Xs,저 억울한 거 맞죠?,자 가자 이거 던지면 경찰 오죠 안 던져야지 아 이걸 잡고 있는데 왜 터져 아니 이거 뽑아 이거 자꾸 했는데 왜 터지냐고 핀 뺐는데 이거 하고 다시 끼우면 된다고 이거는 내 억울한 거 맞죠 저 억울한 거 맞죠
180,YuqeDcLbQhc,아~ 재미없다!,[웃음] 진짜 기억하다 너무 세다 나 너무 세다 왜 죽어 다 피했는데 아 재미없다 사실 막 그렇게 좋았던 적은 없었죠 게임이
181,kmINsflubYg,진짜 뻘짓 하지 마,진짜 뻘짓 하지 마 진짜 뻘짓 하지마 지겨워 치지 마 사람 치지 마 사람 치지 마 차 치지마 사람 치지 마 차 치지 마 사람 치지 마 자치지마 사람 치지마 잘 치지 마 사람 치지 마 사람 피해 사람 피해 사람 보면 피해 아 차치지 마 사람 치지 마
182,GTpc2gHIcfo,감동해서 우는 애기,이런 식으로 만화 소재를 얻습니다 우는 애기를 보면서 혹시 너무 감동해서 오는 얘기도 있을까 아니 이거 어때 좀 클리셰인데 모유만 먹다가 분유를 먹었더니 우럭 갑자기 근데 엄마가 아 분유가 맛이 없어서 그렇구나 해서 치웠는데 알고보니까 너무 맛있어서 감동해서 온 거였어 우리는 아직 감동에서 오는 거는 밝혀졌나요 이게 만약에 실제로 감동에서 우는게 있다면 분유 먹였을 때 우는 아기가 싫은 맛있어서 우는 걸 수도 있지 않았을까 소영이한테 물어볼까 최근에 애기였으니까 전직 애기였잖아 소영
183,yo1Yxo27-XY,스톡홀름 증후군,트럭 한번 해 보자 너무 무거워 얘도 같이 가주네 운전석에 탔어 운전석에 타서 같이 가죠 도와주네 내가 못 끌고 가니까 도와줘 [음악] 잘한다 잘한다 잘한다
184,6yWAEkKBXl8,근데 왜 나한테 총을 쏘지?,생각해 보니까 불법 주정차 있는데 이게 차가 멀쩡하면 안 되죠 수박씨 좀 만들어 줘야죠 근데 나한테 총을 쏘지 갱들이 반응했나 신고 좀 하자 나한테 막 총수잖아 경찰 나타났다 다 잡아가 싹 다 잡아가세요 저 새끼들이에요 아 경찰이 쏜 거였어 경찰 불러가지고 그래 저 새끼들 총 쏘면 저렇게 된다니까 난 상관없지 나는 아무것도 안 했는데 그냥 제가 갑자기 청소하는데
185,1LAsg9z0APA,빈정대는 거 같은데?,나가주세요 [음악] 손님 같은 사람은 필요 없습니다 이유 비벼 먹어서 이건 어떻게 생각할까요 일본식 카레 먹을 때 비벼서 먹지 말라고 하잖아요 존중해야 된다고 보는가 아니면 그냥 제 맘대로 먹어도 상관없다 지금네 번씩이면 이거 우리 이렇게 들고 먹고 있어야 돼 엔더 끝도 없다 현지처럼 마치잖아 일본 영화 보면 그래도 되는데 결론은 음식은 그 나라에서 먹는 방법대로 먹는게 아무래도 더 좋겠죠 이런 채팅이 있어요 그러면 우리 카레니까 물 한잔 떠보세요 손씻어 자 인도식으로 갑니다
186,Sb6-dI2v0n4,제가 감히...,원래 폭식 잘합니다 나눠서 여러분 나눠서 먹는 것보다 한 번에 폭식하는게 배가 잘 나와요 왜냐면 갑자기 들어온 영양분을 다 저장할 수 있는이 지방으로 바꿔 가지고 축적을 해놓기 때문에 [음악] 제가 제가 주름 잡았네요 제가 감히 노하우를 굼벵이 앞에서 노하우를
187,7EwMx3VcArc,푝푝맨,침착맨 님 좀 더 맛있게 드시는 방법은 입을 크게 벌리고 거리면서 드시면 진짜 먹방처럼 보일 거예요
188,PHkpRSYBlaU,충견 촙,저 이렇게 해 봐
189,NBZxU6Wfs0o,기싸움,[음악] 나와라 나와라 나오라 했다 왜 이렇게 튼튼해 이거 아 죽
190,6Q6WPPYTlZU,맛스라이팅,맛있어 맛있는 거 마시는 거예요 바보 새끼야 맛없다고 해도 좀 이상해
191,xOxa4pmyZ30,침 VS 침,말차 맛이라는게 그냥 설탕만 아님 설탕 안 들어가면 안 먹잖아 그렇게 치면 딸기도 안 달면 안 먹지 초콜릿 우유도 단 거 없으면 안 먹지 그죠 방금 케이크 때지가 했던 말인데 당근 케익 있지 당근 맛이 안 나서 맛있는거야 그치 내가 그때 주장했던게 뭐냐면 당근 맛이 안 나면 안 날수록이 당근 케이크는 맛있다고 말해가지고 그런가 설탕 맛으로 먹는다 당근 맛이 지나면 지날수록 맛이 없어 당근 케이크는 당근 향이 거의 안 나 엄청나게 은은해 근데 그게 옅을수록 맛있어 당근만 진하면 맛있어요 근데 이거는 진하게 먹자 다른 거지 좀 다르다고 보는
192,d5NvM-6aHZ0,인간 낚시,도로 있으니까 하나 그 어떤 타볼게요 낚시 한번 해볼게요 나만의 낚시 개새끼가 아 얘가 퓨마야 아 걔가 아니고 야 여기 숨어 있네 찻집에서 퓨마 있나 없나 확인
193,Eutkft1lj38,호크아이 활 도우미,호크아이랑 호크아이 화라고 싸우면 호카이 활이 더 셀 것 같다 둘이 사이가 안 좋아졌어 둘이 11월을 해 야 너 때문에 약자 취급 약자 취급 받는 거 아니야 야 너 때문이야 야 뭔 소리야 호크아이 이대로 괜찮은가를 해 그래가지고 호크아이 화라고 호카이가 싸워 그래도 호크아이가 질 거 같아요 얘는 영웅 이름을 바꿔야 돼요 호크아이 활로 호크아이 활이 영웅이고 홋카이 활을 그 나가게 도와주는 도우미로써 호크아이가 이제 옆에 사이드 킥으로 붙는 거죠
194,X12sg_da68s,윈드밀 가능하신가요?,믿음이 가능하신가요 윈드밀이 이제 [웃음] 다리가 찢어져야 돼 다리가 찢어져야 되는데 아 이런 거 알고 계세요 다리를 찢어 다니엘 드리려고 해야지 그게 아니라 [음악] 이렇게 빠르게 아 이거 불법 같은데
195,SKs3Kd6ypw0,매운맛 영감님,하지 마시지 마 하지 마시죠 그 와중에 맵네 매워 영감님 계시겠죠
196,XNTDDsLsryg,제로 떡볶이,제가 생각했을 때는 떡볶이라는 음식은 이미 완성됐어 완벽해 완벽하고 이제 어떻게이 맛을 유지하면서 건강해질까를 생각하면 될 것 같아요 제로 콜라처럼 재료 떡볶이가 나와야 된다 재료 떡볶이가 있어 곤약 떡볶이 그거는 다른 음식이잖아요 아예 아니 그러니까 그 곤약 떡볶이 나쁘다는게 아니고 그냥 다른 음식이잖아 지금 떡볶이기 하고 있는데 순대국밥 얘기하는 거랑 똑같은 거죠 아예 다른 음식이야 그건 재료 떡볶이 제가 말해 놓고 아니 맛의 차이가 너무 크잖아 내가 말한 재료떡볶이는 맛이 딱 요건데 칼로리만 없어 코카콜라는 해냈잖아 콜라는 95%까지 따라왔잖아
197,6LwHV3whUQg,입안 점유율,너구리 라면 속 다시마와 육개장 사발면서 어묵입니다 다시마가 맛있고 존재감이 있는데 딱 하나야 근데 저 어묵은 중간중간에 계속 찾아 헤매면서 계속 먹어 준단 말이지 그러니까이 어떤 그 뭐라 그러지 축구에서 그 뭐라 그러지 볼 점유율 볼 점유율이라고 해야 되나 입안 점유율이 어묵이 훨씬 높아요 입안을 계속 주기적으로 점유를 해줘 발발 뛰면서 입안을 계속 발 밟아 뛰면서 근데 이제 다시마는 승부차기만 하는 녀석이야 다 먹고 나서 맛을 딱 마무리 짓는 녀석 이거는이 안에서 계속 주기적으로 어느 역할을 계속 가져가 주면서 입안을 점유를 해주는 느낌 저는 이거는 어묵이라고 봅니다
198,Jbk932n_Mzs,감사맨,이거는 원래 페페론치노라고 그 아기 고추 있죠 여러분 아기 고추 그거 이렇게 이렇게 부스트림 다음에 넣어야 되는데 하나가 한번 부상을 입었어요 제가 아 부상을 입었어요 6개월 감사합니다 고맙습니다 이거를 부신 다음에 아 힘들어 하면서 눈 한번 닦았다 자지러졌어 너무 아팠겠는데 [웃음] 그래가지고 위험하다 다 부서진 거를 팔더라고요 찬물로 눈 씻었죠 [음악] 병원도 안 가고 그냥 부상만 당하고 그냥 가만있으니까 나왔다 20개월 구독 감사합니다 고맙습니다
199,3_Ji1UQyGUI,어랍쇼?,그러니까 여러분들이 지금 일상생활에 너무 그냥 스쳐 지나가서인지 못하는게 있는데 세상에는 열 받을 일투성이에요 여러분들이 그냥 무심코 그냥 흘려보내서 그렇죠 열 받을 것 투성이야 진짜 나는 오늘도 열 받습니다 작정했구나 이거는 그렇지 이건 나 대놓고 나 대놓고 화내도 되는 거지 아니 애초에 작정했잖아 만들 때 그러니까 이거 본 사람 리액션 보고 싶어서 만든 거잖아 그치 각오한 거잖아 야 이거는
200,XKuuEEDguVU,잠들기 좋은 방송,"침착맨 님은 아무리 새벽에 공명전을 해도 1,500명이 거뜬하네요음 그 왜 그러신 줄 알아요 다른 게임을 하면은 더 줄어요 근데 공명전을 하면은 1,500명이 유지가 되죠 왜 그러겠어요 급속 냉각이라는 말 아세요 급속 냉각 급속 빠르게 어울리는 거죠 시청자를 빠르게 재워 가지고 못 나가게 하는 거예요 다른 게임을 많이 해보세요 키오스나 딴 거 해봐 그러면은 딴 거 볼래 나가는데 공명전을 해버리면은 급속도로 그냥 바로 드르렁 그러면은 못 나가는 거야 시청자가 그래서 하스스톤을 먼저 해서 사람들을 불러 모은 다음에 급속 냉각을 시켜 버리면 사람들이 그 자기가 어떤 일을 당하는지 모르는 상태에서 바로 들으러 그러면은요 시청자가 유지가 됩니다 공명전을 하기 때문에 1500명이 유지가 되는 거예요"
201,Sf_mk0hIAT4,떼창,내가 연인이 될 수 있을 리 없잖아 무리무리 그럼 여러분들 내가 여기까지 읽으면 여러분들 무리가 아니었다 이렇게 쳐줘야 줘 채팅창 으로 때까지 1 거면 자사 강입니다 내가 연인이 될 수 있을 리가 없잖아 루리 우리 제가 여기 취직해 보니 까지만 말할 테니까 여기 대우도 좋고 사장도 사용 마도 귀여워서 최고입니다 고치세요 젊은이들의 흑마 보기 피가 심각합니다 만 취직해 보니 아따 아 아 깍 깍
202,cMTcqWkaJx4,스토리 좀 하자,스토리 좀 어 거기 멋있다 이거 보고 갖다 놓자 집에 어떡하지 이거 붙여야 되는데 이거 붙일 수 있어요 너무 답답해
203,HMNqE8tSvCU,개성 VS 과함,아 돌게 써는 이런거 좀 그만 2부 아니 그 포인트도 많잖아 어떤 느낌이 잖아요 화 밥을 먹어 식당이 왔어 타 이렇게 먹어 그런데 이렇게 먹을 수도 있지 이렇게 먹을 수 있어 이건 개성이 야 음 이거 이렇게 먹고 이렇게 하고 이렇게 하시되 써 개성이 여기까지 근데 따야 다이어터 야이 다르게 쯤 되겠죠 그래서 아 아냐 먹어 맛있는데요 여기까지는 과하다는 거야 개성이 아니라는 거죠 어째서 뭐 그쪽 능숙한 산 입에 딱 얘기하다 한다 와 화장
204,bDSjMPDpRJM,보약 파워,"아 박성인 아 양파와 같은 상자 있네 빡 약 타오 아 story 2 시간을 두어 아로마 놀러가자 물로 은 타프 알고 있다 어떻게 뭘 떠올라요 하두 5,000원 19번 더 죽을 수 있어"
205,ip7Vxk2_SSc,에어컨의 요정,아 이렇게 쓰면 되겠습니다 그러면은 내가 이제 에어콘의 삶을 에어컨을 요정 이에요 처음에는 얘 내가 좀 주드로 맞아요 예 박차 연결관 진짜 해만 약탈 받아야 되냐 아니 두드려 맞으면서 사회성이 떨어져 악보 퍼갈때 아아 에어콘의 요정이 두드려 맞고 누구한테 어어어 내 2 들어야 맞은 상처 있어 어느 들어 바빠도 파김치가 7기 로 가요 때로 맞고 나니까 요기 동의 많은 투자자들이 좀 있어요 돈이 많으니까 같이 만나면서 돈을 아 풀어 아 돈 다 쓰고 나니까 돈이 없네 하천 오자 역으로 같이 뭐 섞여 0 아 돈을 다 뿌리고 나니까 애들이 많이 풀이 죽어 애들이 약간 나 되질 못해 쉬지 토닉 셀리아 알아요 그 정말 가져와 것 같은게 더 유정이의 해봤고 왜 돈을 다 뺏기는 부자들이 있어서 갑자기 사이가 좋아지고 아 이거 너무 어렵다 이거
206,hJV3N0pz-_A,숙련된 조교의 시범,신속하게 한번 해본 것이 속하죠 매끄러워 이거 다 숙련된 조교 가 없어 한번 해보 이건 그렇죠 아까 ri 그 아아아 있겠지 아 아 잠깐 팔짱 그래서 안이 살짝 링크 계십니까
207,5cNZztpJk84,비나방 이름 솔루션,시나 방 요거는 굳이 뭐 하자면 이름을 뭘 꼴아 식빵 새 얘는 뭘 꼴아 봐야겠어 얘 얘가 쳐다보는 야 이거 이날 개인데 누나에게 눈이 나 줬잖아 나를 보잖아 벌꿀 라벨 빵 3 예 예 여기에 맞지 않나 제가 봤을 땐 요렇게 쓸려 솔루션을 좀 드릴수 있을것 같고 내 들 게임의 뭘 꼴아 밥 빵 사 님 괜찮냐 그 이렇게 그렇죠 여기죠 여기서 오라방 세어 보라 강세 괜찮지 오방색 검고 방 3 나쁘지 않아요 원래 아이디어가 처음부터 좋을 순 없어 거기서 별론데 에서 주는 때문에 는 아이디어가 연결이 안되요
208,C1cWwBb2Sjc,째깍째깍,그래서 편하게 오브 어 뭐 아 5 기체 문 눌렀어요 그럼 파티 위한 야 영향 잘되고 들어왔는데 않죠 딱지 파기합니다 아냐아냐 한번 더 해 줘 아아앙 [박수] wot 리포팅 카카오톡 개발을 1일
209,_Sm4tUQ7Cbs,기억력 테스트,중국 당면을 넣고 일반 당면 넣고 팽이 느타리 익 12가지 밖에 안되는데 그러면은 백묵 2 를 뺏 개 아 갑자기 하고 싶은 말을 본인이 하고 싶은 말에 이렇게 그렇게 얘기를 뭐 충성 끝에는 충성 나 오늘 자 이렇게 해서 지금 많아 샹 0 아 아 아 다 취소돼 써 으 아마 1년 아주 오바 직제 타면 되지만 다시 하면 되지 그쵸 그런 기업용 좋잖아요 걸어갑니다
210,_ZBqufiKNdc,라라랜드 플래시 몹,[음악] 어떻게 여냐고 차를 타라고 아 이렇게 아 아 야 이거 빵 뚫렸다 빵 뚫렸다
211,AyNqYdXThRw,소사이어티 교육,쌍쌍바 아 이거 뜻이 잘 대단해요 진짜 혼자 먹어도 좋고 둘이 먹어도 좋고 그리고 국노 긴데 토끼 모양으로 게 되면은 요건은 얻어먹는 내가 먹는 거예요 뭐 당연한 거야 얻어먹는 이거 생각도 안에 애초에 아 이거 먹는거에 요것도 이제 갑을 관계의 교육도 있죠 제가 사주는 되니까 제가 응당 많이 먹지 뭐 나는 얻어 먹으니깐 요만큼만 먹자 소스 아이같이 교육 이렇게 받는 거죠 쌓여 지금 음 어 그래 돈이 짱 이구나
212,6EMNTdUOiw8,이거 뺏은 거로 치는 거예요?,아 수도 앞으로의 이때 내리지 내리지 어깨 진각 기록된다 4 그렇게 낫다 싶어 안되요 어떻게 하죠 5 차마 이 뺏은 거야 뭐야 예 배식을 치는 거야 뭐예요 어떻게 이거 으
213,-njYuT-IFHM,버근가?,야 자꾸 19 10 옛날 전통 프레임 빵 옛날 전통 크림빵 에 비해서 크림이 더 많이 들어갔어요 음 400 칼로리 아 400kcal 뻗었다 라면은 역할로 이들은 보통인데 뭐 웃기는 뭐다 다 모으는데 버금 과 일단 마저 크림빵을 마조 노사모
214,MjDbd7XsOYM,K-민트,4 올라가 있는 거야 본래 뭐야 돼 깬 입을 그렇네요 끊임이 싫어 표 2 민트 야 케 이벤트 뭐 깬 입 초코 하면 우리 k 콘텐츠 선도할수 있어요 지금은 또 막 것까지 1년 뒤에 뭐 침 천명 님 드디어 드디어 이런일도 있네요 민트 개님 이 드디어 나왔습니다 그러면서 댓글에 잊겠지 갖다 쓰는 것은 상관없는데 제발 말하고 써 지금은 지금은 비웃어 지금
215,G1Uat9g3MVg,요 맛이지,아 어떠한 g2 재미가 있네 아 아 아닙니다 으 뭐하시는 거예요 5 누구 하셔야 아 아 그럼 cover 턴 뜻이 아요 말 아 빵 빵 빵 빵 빵 빵 빵 빵 빵 빵 빵 뭐야 아사미 [음악] sc 5
216,4WH15L54AJ8,나는 애쉬,we 나는에 쉼 4 레 쉬 전주역 원이란 아내는 쉬 말에 내쉬 날 은 애쉬 1 나의 레 내 씩 헨리 비 아 요 인도하소서 3 msc nl 수 내내 4시 팽이 bi 키 술 밝히 소수 f 진짜 준비된 사수 쓰시고 해야 하는게 내 소식을 철 해주려고 전서 구야 발언 한테 안보 정책의 술래 자 전에 숙이님 아 아 또
